Country_Name,Country_Code,Time_Code,Time,Access_to_Clean_Fuels_and_Technologies_for_cooking_percent_of_total_population_[2.1_ACCESS.CFT.TOT],Access_to_electricity_percent_of_rural_population_with_access_[1.2_ACCESS.ELECTRICITY.RURAL],Access_to_electricity_percent_of_urban_population_with_access_[1.3_ACCESS.ELECTRICITY.URBAN],Energy_intensity_level_of_primary_energy_MJ/2011_USD_PPP_[6.1_PRIMARY.ENERGY.INTENSITY],Renewable_electricity_output_GWh_[4.1.2_REN.ELECTRICITY.OUTPUT],Renewable_electricity_share_of_total_electricity_output_percent_[4.1_SHARE.RE.IN.ELECTRICITY],Renewable_energy_share_of_TFEC_percent_[2.1_SHARE.TOTAL.RE.IN.TFEC],Total_electricity_output_GWh_[4.1.1_TOTAL.ELECTRICITY.OUTPUT]
Afghanistan,AFG,YR2005,0.333333333,0.128889336,0.12722804,0.682991812,0.0,0.00145608,0.74064878,0.423898283,0.000311998
Afghanistan,AFG,YR2006,0.4,0.142181049,0.122652142,0.756670519,0.0,0.00140183,0.707586811,0.385284767,0.000314545
Afghanistan,AFG,YR2007,0.466666667,0.154063035,0.186578769,0.778097375,0.0,0.00148429,0.720029824,0.351311311,0.000328005
Afghanistan,AFG,YR2008,0.533333333,0.16866378,0.322849342,0.876854511,0.0,0.001173978,0.686576662,0.221432812,0.000269073
Afghanistan,AFG,YR2009,0.6,0.182761051,0.316280044,0.821433036,0.021410644,0.001681762,0.87180214,0.184811934,0.000305814
Afghanistan,AFG,YR2010,0.666666667,0.201288893,0.321846156,0.790286891,0.037299437,0.001664402,0.859901089,0.153957314,0.000306906
Afghanistan,AFG,YR2011,0.733333333,0.217903534,0.331678487,0.836226,0.07745429,0.001798943,0.82490979,0.119128688,0.000348012
Afghanistan,AFG,YR2012,0.8,0.235525123,0.63684661,0.939036887,0.039505067,0.001905273,0.85913539,0.14497061,0.000354196
Afghanistan,AFG,YR2013,0.866666667,0.256570335,0.582911986,0.90949774,0.028010777,0.001744475,0.786396654,0.169462041,0.000354306
Afghanistan,AFG,YR2014,0.933333333,0.274896788,0.877611288,0.984149591,0.022418083,0.001942815,0.853270833,0.200378154,0.000364127
Afghanistan,AFG,YR2015,1.0,0.296143389,0.640859355,0.90855533,0.013568736,0.001930229,0.860536756,0.191136533,0.000358453
Albania,ALB,YR2000,0.0,0.39381734,1.0,1.0,0.124180049,0.00996905,0.96152999,0.429980344,0.001720537
Albania,ALB,YR2001,0.066666667,0.42301883,1.0,1.0,0.111282151,0.007714404,0.953122589,0.405913805,0.0013393
Albania,ALB,YR2002,0.133333333,0.448494613,1.0,1.0,0.123762912,0.007621094,0.939578779,0.372410329,0.00134221
Albania,ALB,YR2003,0.2,0.472560669,1.0,1.0,0.106412211,0.010600525,0.97860624,0.350171659,0.001798384
Albania,ALB,YR2004,0.266666667,0.501862854,1.0,1.0,0.114916229,0.011861304,0.975067145,0.372820895,0.002021742
Albania,ALB,YR2005,0.333333333,0.529251838,1.0,1.0,0.103033406,0.011659492,0.987180335,0.382506857,0.001962447
Albania,ALB,YR2006,0.4,0.55261303,1.0,1.0,0.087432625,0.011785353,0.983205099,0.328981156,0.001991913
Albania,ALB,YR2007,0.466666667,0.578491592,1.0,1.0,0.068221329,0.006050003,0.974865554,0.333034953,0.001022815
Albania,ALB,YR2008,0.533333333,0.604772933,1.0,1.0,0.062038713,0.008239548,1.0,0.372582673,0.001363673
Albania,ALB,YR2009,0.6,0.629845937,1.0,1.0,0.060387296,0.01128625,0.999849181,0.386108391,0.001874777
Albania,ALB,YR2010,0.666666667,0.649884201,1.0,1.0,0.052889796,0.016420506,0.999909282,0.385057359,0.00273547
Albania,ALB,YR2011,0.733333333,0.675863458,1.0,1.0,0.056140262,0.008966503,0.985963053,0.373097518,0.001507
Albania,ALB,YR2012,0.8,0.697512839,1.0,1.0,0.037367694,0.010253322,1.0,0.415485799,0.001701256
Albania,ALB,YR2013,0.866666667,0.715839291,1.0,1.0,0.059079464,0.015101137,1.0,0.428357319,0.00251393
Albania,ALB,YR2014,0.933333333,0.737992146,1.0,1.0,0.048073631,0.010251152,1.0,0.401388781,0.001700893
Albania,ALB,YR2015,1.0,0.751988722,1.0,1.0,0.0346753,0.01279224,1.0,0.400618048,0.002126874
Algeria,DZA,YR2000,0.0,0.863759944,0.975625053,0.998759268,0.067293238,0.000117181,0.002125068,0.004433824,0.009226677
Algeria,DZA,YR2001,0.066666667,0.875944014,0.975507242,0.998056764,0.062551133,0.000149731,0.002591657,0.004437068,0.009667936
Algeria,DZA,YR2002,0.133333333,0.887926694,0.975147302,0.997309794,0.064749417,0.000123691,0.002061717,0.005340502,0.010040078
Algeria,DZA,YR2003,0.2,0.893263518,0.974632795,0.996564127,0.063264804,0.000575054,0.008961854,0.004866654,0.010739618
Algeria,DZA,YR2004,0.266666667,0.90232605,0.974068514,0.995855204,0.058262646,0.000544674,0.008032333,0.004582891,0.011350397
Algeria,DZA,YR2005,0.333333333,0.909072601,0.973568922,0.99521735,0.055501576,0.001204359,0.016365118,0.006066324,0.012319858
Algeria,DZA,YR2006,0.4,0.910280938,0.973255281,0.994683681,0.064120983,0.000473063,0.006188867,0.00424039,0.012796768
Algeria,DZA,YR2007,0.466666667,0.915013594,0.973263384,0.994284615,0.068627184,0.000490423,0.006076174,0.004268214,0.013513405
Algeria,DZA,YR2008,0.533333333,0.920048334,0.979039778,1.0,0.06653085,0.000614114,0.007033794,0.00309958,0.014619282
Algeria,DZA,YR2009,0.6,0.923673346,0.974540478,0.99397299,0.079820726,0.000664025,0.007948175,0.003234889,0.013988132
Algeria,DZA,YR2010,0.666666667,0.923572651,0.975866057,0.99397299,0.070316089,0.000377583,0.003804767,0.002677396,0.016619319
Algeria,DZA,YR2011,0.733333333,0.92437821,0.977592401,0.994054571,0.072764625,0.001089348,0.0098005,0.001839829,0.018616445
Algeria,DZA,YR2012,0.8,0.92417682,0.97851962,0.990937682,0.084120825,0.00134975,0.010837252,0.00195231,0.02086203
Algeria,DZA,YR2013,0.866666667,0.927801833,0.981808789,0.994525078,0.0854474,0.000716105,0.00551033,0.001457134,0.021768922
Algeria,DZA,YR2014,0.933333333,0.930520592,0.9842462,0.994843865,0.094502313,0.000551184,0.003953963,0.000712119,0.023352072
Algeria,DZA,YR2015,1.0,0.9264928,0.986835013,0.995187955,0.095995654,0.000481743,0.003226972,0.000611674,0.025009433
Angola,AGO,YR2000,0.0,0.368341557,0.138246577,0.281528745,0.149417166,0.001979054,0.631168012,0.774135005,0.000508073
Angola,AGO,YR2001,0.066666667,0.375289498,0.036941286,0.146516416,0.149858453,0.002206906,0.620904839,0.765209592,0.000578282
Angola,AGO,YR2002,0.133333333,0.380626322,0.145406842,0.325621607,0.181808874,0.002480328,0.647618893,0.748270616,0.000624481
Angola,AGO,YR2003,0.2,0.388178431,0.148250709,0.347654597,0.189121846,0.002692989,0.622080905,0.698275233,0.00070815
Angola,AGO,YR2004,0.266666667,0.395227067,0.150668458,0.369724423,0.167745374,0.003797527,0.784082656,0.67946551,0.000794365
Angola,AGO,YR2005,0.333333333,0.403383345,0.152748336,0.391865365,0.117443035,0.004815264,0.796515404,0.736122727,0.000995896
Angola,AGO,YR2006,0.4,0.409827812,0.154523916,0.414111841,0.096927264,0.005783091,0.806143494,0.674584248,0.001185059
Angola,AGO,YR2007,0.466666667,0.415063941,0.085094222,0.586670093,0.070385239,0.005418528,0.776221148,0.639073377,0.001152683
Angola,AGO,YR2008,0.533333333,0.421810492,0.157417675,0.459049161,0.061679694,0.006800828,0.754121708,0.602848029,0.001494268
Angola,AGO,YR2009,0.6,0.429261907,0.158568868,0.481752655,0.072016783,0.006714027,0.653458957,0.578374321,0.001704894
Angola,AGO,YR2010,0.666666667,0.437116101,0.15942989,0.504586707,0.074599648,0.008035567,0.679602383,0.562240339,0.00196463
Angola,AGO,YR2011,0.733333333,0.444164737,0.051989078,0.786629104,0.074503856,0.008695251,0.709107411,0.546905016,0.002038112
Angola,AGO,YR2012,0.8,0.449803645,0.160175665,0.550559644,0.082432129,0.008185298,0.608020027,0.542029543,0.00223928
Angola,AGO,YR2013,0.866666667,0.457758534,0.160054667,0.573654948,0.070548644,0.010344463,0.580233381,0.525849078,0.002971196
Angola,AGO,YR2014,0.933333333,0.462994663,0.026909424,0.402561491,0.072054815,0.010939047,0.531773081,0.527004237,0.003431008
Angola,AGO,YR2015,1.0,0.469942604,0.067036871,0.561065585,0.070074523,0.01126672,0.531771309,0.514251234,0.00353432
Antigua and Barbuda,ATG,YR2000,0.0,0.966367939,0.853262065,1.0,0.05852849,0.0,0.0,0.0,3.7e-05
Antigua and Barbuda,ATG,YR2001,0.066666667,0.969489477,0.860039302,0.999994047,0.065459902,0.0,0.0,0.0,4.46e-05
Antigua and Barbuda,ATG,YR2002,0.133333333,0.971805458,0.867064332,0.999951907,0.071760366,0.0,0.0,0.0,5.19e-05
Antigua and Barbuda,ATG,YR2003,0.2,0.973819354,0.873888843,0.999819723,0.075107076,0.0,0.0,0.0,5.92e-05
Antigua and Barbuda,ATG,YR2004,0.266666667,0.975531165,0.880614931,0.99957526,0.073479662,0.0,0.0,0.0,6.28e-05
Antigua and Barbuda,ATG,YR2005,0.333333333,0.976840197,0.88969484,0.999277775,0.066657405,0.0,0.0,0.0,7.08e-05
Antigua and Barbuda,ATG,YR2006,0.4,0.978854093,0.894009055,0.999037963,0.052517191,0.0,0.0,0.0,7.63e-05
Antigua and Barbuda,ATG,YR2007,0.466666667,0.980163126,0.900790029,0.998947359,0.045980026,0.0,0.0,0.0,8.62e-05
Antigua and Barbuda,ATG,YR2008,0.533333333,0.980867989,0.907729944,0.998947359,0.04962744,0.0,0.0,0.0,9.01e-05
Antigua and Barbuda,ATG,YR2009,0.6,0.982277716,0.914808411,0.999038335,0.08103672,0.0,0.0,0.0,0.000101518
Antigua and Barbuda,ATG,YR2010,0.666666667,0.983284664,0.92196819,0.999277031,0.098391549,1.09e-05,0.014948302,0.0,0.000101009
Antigua and Barbuda,ATG,YR2011,0.733333333,0.984190917,0.926596314,0.999573214,0.098532435,1.09e-05,0.01497068,0.0,0.000100645
Antigua and Barbuda,ATG,YR2012,0.8,0.984694391,0.93646338,0.999817955,0.096246375,0.0,0.0,0.0,0.000101373
Antigua and Barbuda,ATG,YR2013,0.866666667,0.985399255,0.943748618,0.99995107,0.096953885,0.0,0.0,0.0,0.000102464
Antigua and Barbuda,ATG,YR2014,0.933333333,0.986003424,0.951018832,0.999993861,0.09003378,0.0,0.0,0.0,0.000104647
Antigua and Barbuda,ATG,YR2015,1.0,0.986607592,0.958232244,1.0,0.084132404,0.0,0.0,0.0,0.000106102
Argentina,ARG,YR2000,0.0,0.947638707,0.950835903,0.940246456,0.12194427,0.063976392,0.331607482,0.11492955,0.032325682
Argentina,ARG,YR2001,0.066666667,0.951767194,0.95496761,0.945268091,0.120827307,0.081798727,0.418316167,0.135288884,0.032764031
Argentina,ARG,YR2002,0.133333333,0.95589568,0.957841184,0.948760604,0.141533983,0.079837034,0.435656803,0.137857694,0.030704336
Argentina,ARG,YR2003,0.2,0.959923472,0.961218916,0.952865865,0.137330497,0.075792125,0.379533269,0.129870799,0.033460661
Argentina,ARG,YR2004,0.266666667,0.962541537,0.964594353,0.956968336,0.13780731,0.068761275,0.31636113,0.086607781,0.036419973
Argentina,ARG,YR2005,0.333333333,0.966569328,0.968028416,0.961142062,0.119144376,0.076744762,0.335265235,0.092931694,0.038357441
Argentina,ARG,YR2006,0.4,0.968180445,0.971581954,0.965460996,0.120504616,0.086101868,0.371292363,0.105694957,0.038858723
Argentina,ARG,YR2007,0.466666667,0.969992951,0.975315736,0.969998997,0.104366694,0.069559841,0.298434369,0.092205961,0.039057345
Argentina,ARG,YR2008,0.533333333,0.973215185,0.979275456,0.9748116,0.106829254,0.069516441,0.26344797,0.078947595,0.044218953
Argentina,ARG,YR2009,0.6,0.974725607,0.983581506,0.980045129,0.11423374,0.0765321,0.289286009,0.088952607,0.044333542
Argentina,ARG,YR2010,0.666666667,0.976135334,0.988162403,0.985612705,0.101826055,0.077701739,0.285866403,0.092971576,0.045550007
Argentina,ARG,YR2011,0.733333333,0.978048535,0.992136662,0.990442979,0.094414712,0.090823821,0.323073086,0.104958417,0.04711133
Argentina,ARG,YR2012,0.8,0.979256872,0.995830875,0.994932888,0.097282548,0.086119228,0.292623474,0.102363259,0.049320174
Argentina,ARG,YR2013,0.866666667,0.980867989,0.998366088,0.998014159,0.098084107,0.095020631,0.314857949,0.105928197,0.050609394
Argentina,ARG,YR2014,0.933333333,0.981472158,0.999591139,0.999503075,0.106401343,0.094656068,0.315775122,0.113103646,0.05136932
Argentina,ARG,YR2015,1.0,0.98278119,0.999951935,0.999941582,0.106201808,0.088517095,0.281412347,0.104161967,0.052714198
Armenia,ARM,YR2000,0.0,0.818447286,0.985955394,0.98902664,0.354960441,0.002736389,0.211656971,0.074326495,0.002149791
Armenia,ARM,YR2001,0.066666667,0.836773739,1.0,0.990920277,0.312775931,0.002100575,0.168501322,0.056221222,0.002072307
Armenia,ARM,YR2002,0.133333333,0.853791159,0.956677954,0.991321017,0.239885991,0.003597885,0.300429186,0.092327528,0.001990094
Armenia,ARM,YR2003,0.2,0.86788843,0.988337841,0.991724455,0.214144591,0.00430097,0.360313052,0.101791752,0.001983546
Armenia,ARM,YR2004,0.266666667,0.885207935,0.988571952,0.992164729,0.200357057,0.004335691,0.331357009,0.090341135,0.002175983
Armenia,ARM,YR2005,0.333333333,0.896485752,0.996990442,0.998780738,0.216755163,0.003847437,0.280682831,0.067343447,0.002280387
Armenia,ARM,YR2006,0.4,0.908468432,0.989330695,0.993290951,0.184239049,0.003960278,0.307200067,0.079395241,0.002143607
Armenia,ARM,YR2007,0.466666667,0.916121237,0.99006512,0.994036525,0.178474676,0.004027548,0.314695978,0.072801416,0.002127965
Armenia,ARM,YR2008,0.533333333,0.924982378,0.991137061,0.994927027,0.174198361,0.003903858,0.31179801,0.066451164,0.002081402
Armenia,ARM,YR2009,0.6,0.932836572,0.992551417,0.995960784,0.177580358,0.004389941,0.356741985,0.080927788,0.002045388
Armenia,ARM,YR2010,0.666666667,0.939985903,0.997993628,0.996342213,0.15790362,0.005561749,0.39487077,0.097104524,0.002343684
Armenia,ARM,YR2011,0.733333333,0.947336623,0.996119073,0.998246343,0.169704503,0.005407678,0.335410932,0.083096697,0.002685269
Armenia,ARM,YR2012,0.8,0.950659551,0.997866856,0.999173962,0.175368154,0.005047456,0.289459476,0.068116745,0.002905717
Armenia,ARM,YR2013,0.866666667,0.956600544,0.999136056,0.999727817,0.159864498,0.004724123,0.282372267,0.070248795,0.002787126
Armenia,ARM,YR2014,0.933333333,0.96093042,0.999777453,0.99994614,0.155770218,0.004331351,0.257559055,0.080141167,0.002801677
Armenia,ARM,YR2015,1.0,0.96596516,1.0,1.0,0.157495609,0.004795734,0.283381401,0.163836003,0.002819502
Australia,AUS,YR2000,0.0,1.0,1.0,1.0,0.222566759,0.038170569,0.083819658,0.087388939,0.076325763
Australia,AUS,YR2001,0.066666667,1.0,1.0,1.0,0.209258554,0.039411818,0.080987904,0.08683847,0.081564491
Australia,AUS,YR2002,0.133333333,1.0,1.0,1.0,0.208194684,0.038786854,0.078612444,0.090660887,0.082696924
Australia,AUS,YR2003,0.2,1.0,1.0,1.0,0.202545631,0.040403515,0.084410485,0.074189573,0.080705981
Australia,AUS,YR2004,0.266666667,1.0,1.0,1.0,0.195253386,0.040542396,0.081869893,0.069306863,0.083491773
Australia,AUS,YR2005,0.333333333,1.0,1.0,1.0,0.18794167,0.043623818,0.088040713,0.06963417,0.083049422
Australia,AUS,YR2006,0.4,1.0,1.0,1.0,0.191247239,0.046963472,0.09299693,0.071100024,0.084642758
Australia,AUS,YR2007,0.466666667,1.0,1.0,1.0,0.190301438,0.045598532,0.086484307,0.07212005,0.088372183
Australia,AUS,YR2008,0.533333333,1.0,1.0,1.0,0.190278726,0.042805722,0.081155937,0.070439186,0.088406378
Australia,AUS,YR2009,0.6,1.0,1.0,1.0,0.185937918,0.040366625,0.074982448,0.073792863,0.090448612
Australia,AUS,YR2010,0.666666667,1.0,1.0,1.0,0.181183937,0.047215193,0.086122364,0.084128058,0.091890618
Australia,AUS,YR2011,0.733333333,1.0,1.0,1.0,0.176058549,0.057448986,0.104270842,0.085654723,0.092347519
Australia,AUS,YR2012,0.8,1.0,1.0,1.0,0.162707211,0.057720237,0.105930921,0.085560607,0.091329312
Australia,AUS,YR2013,0.866666667,1.0,1.0,1.0,0.155708375,0.071849207,0.132646578,0.094289526,0.090788378
Australia,AUS,YR2014,0.933333333,1.0,1.0,1.0,0.146105241,0.080307927,0.149073297,0.096257762,0.090294735
Australia,AUS,YR2015,1.0,1.0,1.0,1.0,0.14020869,0.074659377,0.13638406,0.095244209,0.091754202
Austria,AUT,YR2000,0.0,1.0,1.0,1.0,0.083092134,0.094254615,0.72547014,0.273763919,0.021763102
Austria,AUT,YR2001,0.066666667,1.0,1.0,1.0,0.091205843,0.091644087,0.691596924,0.264383429,0.022197086
Austria,AUT,YR2002,0.133333333,1.0,1.0,1.0,0.089728236,0.090912792,0.690158063,0.256096087,0.022065763
Austria,AUT,YR2003,0.2,1.0,1.0,1.0,0.099621397,0.076629751,0.607853465,0.234246358,0.021116673
Austria,AUT,YR2004,0.266666667,1.0,1.0,1.0,0.097154882,0.086305849,0.642048935,0.24089206,0.022517572
Austria,AUT,YR2005,0.333333333,1.0,1.0,1.0,0.098161057,0.089037899,0.636294131,0.25080034,0.023287684
Austria,AUT,YR2006,0.4,1.0,1.0,1.0,0.092153165,0.088551815,0.65518239,0.272377938,0.022572502
Austria,AUT,YR2007,0.466666667,1.0,1.0,1.0,0.083000066,0.093939963,0.686898741,0.296723737,0.022759119
Austria,AUT,YR2008,0.533333333,1.0,1.0,1.0,0.081274687,0.096943264,0.692337561,0.304559003,0.023460477
Austria,AUT,YR2009,0.6,1.0,1.0,1.0,0.077828935,0.102374813,0.711426416,0.316575121,0.024106179
Austria,AUT,YR2010,0.666666667,1.0,1.0,1.0,0.086896418,0.097607289,0.662140654,0.318077652,0.024694767
Austria,AUT,YR2011,0.733333333,1.0,1.0,1.0,0.07617703,0.088688526,0.65634142,0.321494814,0.022636163
Austria,AUT,YR2012,0.8,1.0,1.0,1.0,0.07399052,0.111124314,0.745322678,0.346787549,0.024983241
Austria,AUT,YR2013,0.866666667,1.0,1.0,1.0,0.075988576,0.109292822,0.78028019,0.359797972,0.023451383
Austria,AUT,YR2014,0.933333333,1.0,1.0,1.0,0.067598219,0.108379245,0.810602259,0.367202056,0.022389159
Austria,AUT,YR2015,1.0,1.0,1.0,1.0,0.070193495,0.102518034,0.764939477,0.356834892,0.022450273
Azerbaijan,AZE,YR2000,0.0,0.730037257,0.978094601,0.996402295,0.541097184,0.003328803,0.082039871,0.021430288,0.006784653
Azerbaijan,AZE,YR2001,0.066666667,0.759440137,0.975962236,0.994134384,0.490462314,0.00282319,0.068584812,0.018181761,0.006883236
Azerbaijan,AZE,YR2002,0.133333333,0.78491592,1.0,0.994606751,0.438588566,0.004383431,0.108020088,0.024400049,0.00678538
Azerbaijan,AZE,YR2003,0.2,0.807672943,0.981435975,0.995081723,0.409038865,0.005357768,0.115996536,0.030550989,0.00772574
Azerbaijan,AZE,YR2004,0.266666667,0.828919545,0.984097717,0.995593532,0.385414659,0.005978392,0.126706867,0.031858215,0.007892349
Azerbaijan,AZE,YR2005,0.333333333,0.846843218,0.986836579,0.99617641,0.302036316,0.006529576,0.131563687,0.034912624,0.008302687
Azerbaijan,AZE,YR2006,0.4,0.860134931,0.989968138,0.997561475,0.192612898,0.005464099,0.102599694,0.02968787,0.008910556
Azerbaijan,AZE,YR2007,0.466666667,0.875843319,0.992843122,0.997665977,0.112229681,0.005129916,0.108211559,0.039306314,0.007929818
Azerbaijan,AZE,YR2008,0.533333333,0.891350317,0.995860542,0.998522433,0.110679091,0.004843474,0.103132304,0.03201926,0.007855607
Azerbaijan,AZE,YR2009,0.6,0.903131608,0.998215243,0.999266798,0.071190568,0.005012735,0.122434582,0.033916127,0.006846131
Azerbaijan,AZE,YR2010,0.666666667,0.913201088,0.999504362,0.999741956,0.05790741,0.007480043,0.184240662,0.046164292,0.006788654
Azerbaijan,AZE,YR2011,0.733333333,0.921961535,0.998996814,0.998780738,0.071708679,0.005806961,0.131867096,0.036895591,0.007364874
Azerbaijan,AZE,YR2012,0.8,0.929110865,0.999998968,0.999994512,0.083625113,0.003951598,0.079218524,0.029521202,0.008344885
Azerbaijan,AZE,YR2013,0.866666667,0.936662975,1.0,1.0,0.075647687,0.003380884,0.066715104,0.026207268,0.008478027
Azerbaijan,AZE,YR2014,0.933333333,0.944013694,1.0,1.0,0.07777329,0.003020661,0.056294794,0.021961184,0.008977854
Azerbaijan,AZE,YR2015,1.0,0.950659551,1.0,1.0,0.076185527,0.003771487,0.07040149,0.023973228,0.008963303
"Bahamas, The",BHS,YR2000,0.0,1.0,0.949003198,0.948389538,0.040292203,0.0,0.0,0.0,0.000602582
"Bahamas, The",BHS,YR2001,0.066666667,1.0,0.960530112,0.952028699,0.028872408,0.0,0.0,0.004666169,0.000626118
"Bahamas, The",BHS,YR2002,0.133333333,1.0,0.969604942,0.95437385,0.025993494,0.0,0.0,0.00431543,0.000668571
"Bahamas, The",BHS,YR2003,0.2,1.0,0.979327522,0.957352518,0.024031595,0.0,0.0,0.017518882,0.000708186
"Bahamas, The",BHS,YR2004,0.266666667,1.0,0.988941458,0.960368023,0.040250472,0.0,0.0,0.017685609,0.000702584
"Bahamas, The",BHS,YR2005,0.333333333,1.0,0.998658035,0.96345469,0.040950437,0.0,0.0,0.019051857,0.00074089
"Bahamas, The",BHS,YR2006,0.4,1.0,1.0,0.966646844,0.031480181,0.0,0.0,0.022493963,0.000753985
"Bahamas, The",BHS,YR2007,0.466666667,1.0,1.0,0.969978718,0.032612994,0.0,0.0,0.038454606,0.000799457
"Bahamas, The",BHS,YR2008,0.533333333,1.0,1.0,0.97347552,0.01891889,0.0,0.0,0.022268015,0.000801276
"Bahamas, The",BHS,YR2009,0.6,1.0,1.0,0.977222553,0.03875879,0.0,0.0,0.019868373,0.000760897
"Bahamas, The",BHS,YR2010,0.666666667,1.0,1.0,0.98098605,0.037179677,0.0,0.0,0.017176923,0.000638887
"Bahamas, The",BHS,YR2011,0.733333333,1.0,1.0,0.984858383,0.053154576,0.0,0.0,0.014797034,0.000620334
"Bahamas, The",BHS,YR2012,0.8,1.0,1.0,0.988802158,0.059379402,0.0,0.0,0.012290662,0.000618843
"Bahamas, The",BHS,YR2013,0.866666667,1.0,1.0,0.992668817,0.125874528,0.0,0.0,0.008755173,0.000668134
"Bahamas, The",BHS,YR2014,0.933333333,1.0,1.0,0.996053714,0.090812163,0.0,0.0,0.011295913,0.000656494
"Bahamas, The",BHS,YR2015,1.0,1.0,1.0,0.998471085,0.091112515,0.0,0.0,0.012558608,0.00075253
Bahrain,BHR,YR2001,0.066666667,1.0,1.0,1.0,0.439234223,0.0,0.0,0.0,0.005300086
Bahrain,BHR,YR2002,0.133333333,1.0,1.0,1.0,0.439623183,0.0,0.0,0.0,0.005532902
Bahrain,BHR,YR2003,0.2,1.0,1.0,1.0,0.439965979,0.0,0.0,0.0,0.005694418
Bahrain,BHR,YR2004,0.266666667,1.0,1.0,1.0,0.406192491,0.0,0.0,0.0,0.00585739
Bahrain,BHR,YR2005,0.333333333,1.0,1.0,1.0,0.444936592,0.0,0.0,0.0,0.007029837
Bahrain,BHR,YR2006,0.4,1.0,1.0,1.0,0.448371975,0.0,0.0,0.0,0.007636978
Bahrain,BHR,YR2007,0.466666667,1.0,1.0,1.0,0.429614492,0.0,0.0,0.0,0.007886164
Bahrain,BHR,YR2008,0.533333333,1.0,1.0,1.0,0.440541415,0.0,0.0,0.0,0.008285226
Bahrain,BHR,YR2009,0.6,1.0,1.0,1.0,0.411592444,0.0,0.0,0.0,0.008189553
Bahrain,BHR,YR2010,0.666666667,1.0,1.0,1.0,0.40683158,0.0,0.0,0.0,0.008649001
Bahrain,BHR,YR2011,0.733333333,1.0,1.0,1.0,0.396389892,0.0,0.0,0.0,0.008835982
Bahrain,BHR,YR2012,0.8,1.0,1.0,1.0,0.374599988,0.0,0.0,0.0,0.008994952
Bahrain,BHR,YR2013,0.866666667,1.0,1.0,1.0,0.391558104,0.0,0.0,0.0,0.009410019
Bahrain,BHR,YR2014,0.933333333,1.0,1.0,1.0,0.380925872,0.0,0.0,0.0,0.009896387
Bahrain,BHR,YR2015,1.0,1.0,1.0,1.0,0.374156546,0.0,0.0,0.0,0.010344194
Bangladesh,BGD,YR2000,0.0,0.06595509,0.202467002,0.770778695,0.066776409,0.001625341,0.0474942,0.612190468,0.005719519
Bangladesh,BGD,YR2001,0.066666667,0.071392609,0.212407359,0.726271659,0.073921353,0.002154825,0.057097581,0.578839784,0.006309198
Bangladesh,BGD,YR2002,0.133333333,0.075219011,0.234903816,0.738731349,0.071399647,0.001625341,0.040130245,0.563571146,0.006772284
Bangladesh,BGD,YR2003,0.2,0.080958614,0.257438053,0.751193457,0.07247987,0.001625341,0.037998733,0.546097701,0.007153157
Bangladesh,BGD,YR2004,0.266666667,0.08569127,0.301782432,0.714692631,0.066688563,0.001625341,0.030346029,0.540762359,0.008961484
Bangladesh,BGD,YR2005,0.333333333,0.091128789,0.309707603,0.787970293,0.062280231,0.001625341,0.028321966,0.526781218,0.009603184
Bangladesh,BGD,YR2006,0.4,0.097371866,0.386504698,0.729313231,0.063029536,0.001625341,0.025364228,0.507343683,0.010725067
Bangladesh,BGD,YR2007,0.466666667,0.103010774,0.363979974,0.781752055,0.058917466,0.001625341,0.024158395,0.492617104,0.011261272
Bangladesh,BGD,YR2008,0.533333333,0.109757326,0.373664653,0.814733661,0.057263101,0.002061515,0.027764316,0.472889762,0.012430082
Bangladesh,BGD,YR2009,0.6,0.115899708,0.398112983,0.827866274,0.057513499,0.000904896,0.011217077,0.453257888,0.013506493
Bangladesh,BGD,YR2010,0.666666667,0.122948344,0.423067639,0.879293036,0.061776,0.001581941,0.017872768,0.425886791,0.014820814
Bangladesh,BGD,YR2011,0.733333333,0.130299064,0.491384617,0.880512298,0.057450378,0.001892253,0.019750325,0.409152673,0.01604419
Bangladesh,BGD,YR2012,0.8,0.137347699,0.474032421,0.867960665,0.054997436,0.001686102,0.016000828,0.400591781,0.017648075
Bangladesh,BGD,YR2013,0.866666667,0.144698419,0.540540739,0.853688528,0.049038886,0.002243796,0.019466168,0.402125177,0.019306163
Bangladesh,BGD,YR2014,0.933333333,0.153760951,0.512451526,0.88660861,0.046624801,0.001599301,0.013197789,0.39044338,0.020297451
Bangladesh,BGD,YR2015,1.0,0.161010976,0.553883322,0.908642864,0.047134999,0.001571091,0.012269407,0.360487559,0.021449164
Barbados,BRB,YR2000,0.0,0.973819354,1.0,1.0,0.099650764,0.0,0.0,0.141315734,0.000268709
Barbados,BRB,YR2001,0.066666667,0.976437418,1.0,1.0,0.1079655,0.0,0.0,0.12749582,0.00028326
Barbados,BRB,YR2002,0.133333333,0.978954788,1.0,1.0,0.101760003,0.0,0.0,0.114840583,0.000294901
Barbados,BRB,YR2003,0.2,0.981472158,1.0,1.0,0.102714814,0.0,0.0,0.103204564,0.00029923
Barbados,BRB,YR2004,0.266666667,0.983385359,1.0,1.0,0.105587086,0.0,0.0,0.103018829,0.000308102
Barbados,BRB,YR2005,0.333333333,0.984795086,1.0,1.0,0.105454986,0.0,0.0,0.102782308,0.000343571
Barbados,BRB,YR2006,0.4,0.986406203,1.0,1.0,0.097943147,0.0,0.0,0.102740544,0.0003536
